location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Republic of Moldova,Neoplasms,DALYs,-27150.9,67.6,60.3,83.2,21.2,13.1,24.4,11.1,15.3,3.7,-18363,-16370.8,-22598.5,-5767.3,-3548.7,-6614.2,-3020.6,-1003.7,-4166
Republic of Moldova,Cardiovascular diseases,DALYs,-7049.9,47.6,46.1,49.7,28.7,27.5,29.1,23.7,22.8,24.8,-3358.1,-3253.4,-3507.3,-2021.2,-1935.5,-2051,-1670.6,-1607,-1745.4
Republic of Moldova,Chronic respiratory diseases,DALYs,-27117,42.4,41.8,43.2,33.5,33.6,33.7,24.1,23.2,24.5,-11492.5,-11335.4,-11718.5,-9090.9,-9100.2,-9127.1,-6533.6,-6298.3,-6654.6
Republic of Moldova,Digestive diseases,DALYs,-24681,53.6,50.7,57.8,26.4,22.3,30.4,20.1,19,20,-13219.9,-12507.9,-14259.4,-6504.6,-5491.7,-7492.1,-4956.5,-4681.1,-4929.9
Republic of Moldova,Neurological disorders,DALYs,1670.8,125.9,-697.2,1049.4,-19.7,-625.7,611.9,-6.1,-323.7,185.3,2102.9,-11649.4,17534.3,-329.5,-10454.5,10224.3,-102.5,-5409,3096
Republic of Moldova,Mental disorders,DALYs,-8368.3,106.6,329.1,69.2,-50.6,-224.3,1,44,-4.9,29.8,-8916.5,-27543.2,-5793.9,4230.8,-84.4,18767.6,-3682.5,-2490,407.3
Republic of Moldova,Substance use disorders,DALYs,-194.1,-67,-759.3,425.2,143.4,-230.9,730.5,23.7,-94.3,128.7,130.1,-825.4,1474.1,-278.3,-1418.3,448.3,-46,-249.9,183
Republic of Moldova,Diabetes and kidney diseases,DALYs,10201,-7.9,-49.3,6.1,78.5,116.4,70.9,29.4,23,32.9,-803.7,-5032.4,623.1,8010,11874.4,7234.9,2994.6,2343,3359
Republic of Moldova,Skin and subcutaneous diseases,DALYs,-4157.8,20.2,-59.3,114.8,68.9,-250.1,454.4,10.9,-295.1,235.4,-840.2,-4772.2,2464.2,-2865.5,-18892.3,10400,-452.2,-9785.6,12270.3
Republic of Moldova,Musculoskeletal disorders,DALYs,9148.3,115.4,-1013.3,1427.5,-34.6,-1259.6,1098.3,19.2,-67.9,15,10555.5,-92697.1,130593.4,-3163,-115234.1,100474.5,1755.8,-6211.1,1370.8
Republic of Moldova,Injuries,DALYs,-152887.8,12,14.6,8.3,30.7,28.3,28.5,57.4,56.9,63.4,-18287.3,-12752.4,-22327.6,-46861.4,-43242.1,-43594.6,-87739.1,-86965.6,-96893.3
Republic of Moldova,Transport injuries,DALYs,-56512.2,-7.3,-21.1,1,15.3,11.8,21.6,92,109.3,77.4,4118,-541.8,11938.6,-8649.5,-12217,-6672.4,-51980.6,-43753.4,-61778.4
Republic of Moldova,Self-harm and interpersonal violence,DALYs,-27978.9,133.1,400,87.3,26.6,33.4,35.5,-59.8,-20.7,-335.5,-37248.4,-111915.4,-24428.8,-7449.2,-9345.7,-9927.3,16718.7,5795.6,93863.8
Republic of Moldova,Unintentional injuries,DALYs,-68396.6,22.7,21.8,23.5,32.8,31.8,32.1,44.4,44.7,46.1,-15549,-14938.7,-16063.9,-22445.7,-21757.9,-21939.1,-30401.9,-30574.8,-31518.8
Republic of Moldova,Sense organ diseases,DALYs,6363.5,95.8,208.9,71.3,-11.1,-99,10.6,15.3,-9.9,18.1,6093.4,13294.6,4538.3,-704.1,-6299.9,672.2,974.2,-631.1,1153.1
Russian Federation,All causes,DALYs,-1875695.1,69.5,60.1,89.3,31.1,20.3,32.2,-0.6,-9.6,7.7,-1303541,-1126524.3,-1675263.8,-583284.2,-380109.4,-603847.3,11130.1,-145323.5,179678.1
Russian Federation,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-758914.4,29.2,21.8,32.1,31.1,29.2,31.8,39.6,36.2,49,-221849.4,-165634.8,-243280,-236247,-221665.5,-241228.5,-300817.9,-274405.9,-371614.1
Russian Federation,HIV/AIDS and sexually transmitted infections,DALYs,881170.5,0.7,-45.3,12.6,-1.1,-57,13.1,100.4,202.3,74.3,5925.8,-399153.7,110669,-9436.5,-502079.7,115508.7,884681.1,1782403.9,654992.8
Russian Federation,Respiratory infections and tuberculosis,DALYs,-149920.7,25.6,18.1,28.7,31.8,30.8,33.5,42.6,37.8,51.2,-38381.9,-27094.3,-43083.1,-47700.2,-46115.7,-50200.8,-63838.7,-56636.8,-76710.7
Russian Federation,Enteric infections,DALYs,-89358.1,28.7,24.1,30.7,25.1,20.2,27,46.2,42.3,55.8,-25669.3,-21524.1,-27443,-22401.6,-18015.5,-24097.6,-41287.2,-37817.5,-49818.5
Russian Federation,Neglected tropical diseases and malaria,DALYs,-15063.4,77.9,102.7,67,40.9,37.3,53.5,-18.8,-4.3,-56.2,-11730.9,-10086.4,-15469.5,-6161,-5622.7,-8063,2828.6,645.7,8469.1
Russian Federation,Maternal and neonatal disorders,DALYs,-1121950.4,26.8,17.8,30.3,23.5,17.3,26.3,49.7,43.4,64.9,-300507.4,-199863.5,-339512,-263846.2,-194194.3,-295594.7,-557596.8,-486843.6,-727892.6
Russian Federation,Nutritional deficiencies,DALYs,-99540.5,137.9,560,79.6,84,353.7,52,-122,-31.6,-813.8,-137310.7,-557432.2,-79240.3,-83623.4,-352121.3,-51744.3,121393.5,31444.1,810013
Russian Federation,Non-communicable diseases,DALYs,2289765,56.7,52.8,62.1,24.5,24.3,32.1,18.7,13.6,15.1,1298436.6,1209723.9,1422888.3,562030.2,556535,734090,429298.2,310341.7,345951.1
Russian Federation,Neoplasms,DALYs,-254063,67.8,59.7,85.8,26.7,32.8,34.2,5.4,-18.6,6,-172364.1,-151801.2,-217992.1,-67905.5,-83259.1,-86914.7,-13793.4,-15347.1,47188.2
Russian Federation,Cardiovascular diseases,DALYs,802307.1,50.3,48.3,53.1,29.8,28.9,31.4,19.9,18,20.3,403783.6,387360,426014.1,238705.2,231948,251744.6,159818.3,144345,163202.5
Russian Federation,Chronic respiratory diseases,DALYs,-659508.2,47.2,45.8,49,37.2,36.9,39.5,15.6,11.5,17.3,-311052.1,-301909.3,-323421.9,-245299.9,-243549.9,-260420.3,-103156.2,-114049,-75666
Russian Federation,Digestive diseases,DALYs,1461511.6,43.4,38.2,58.3,108.8,141.1,75.4,-52.2,-13.5,-99.3,634889.5,557836.6,851951.2,1589876.7,1101436,2061559,-763254.6,-1451998.6,-197761
Russian Federation,Neurological disorders,DALYs,383450.6,-40.4,-582.1,829.4,81.7,-514.9,467.8,58.7,-214.5,214.3,-154874.4,-2232005.9,3180328.4,313120.1,-1974506.4,1793783.5,225204.9,-822371.4,821673
Russian Federation,Mental disorders,DALYs,-14019.2,62.9,133.2,47.9,37.7,21.8,3.8,-0.6,-37,30.3,-8821.8,-18673,-6714.2,-5287.5,-3053,-536.2,90.1,-4252,5190
Russian Federation,Substance use disorders,DALYs,-80840.1,76.6,-203.6,300.3,28.2,-40.4,195.2,-4.7,-159.9,108.4,-61905.5,-242735,164627,-22771.5,-157830.7,32659.1,3836.9,-87636.4,129235.7
Russian Federation,Diabetes and kidney diseases,DALYs,399956.3,22,18.8,24.4,45.2,45.8,47.4,32.8,29.8,33.7,87977.7,75216.5,97509.9,180818,183314.9,189777,131160.7,119131.5,134962.9
Russian Federation,Skin and subcutaneous diseases,DALYs,-9121.9,46.4,-104,187.7,41.9,-248.1,352.5,11.7,-440.2,452.1,-4234,-17124.7,9488,-3819,-32152.6,22632.8,-1068.8,-41242.7,40155.4
Russian Federation,Musculoskeletal disorders,DALYs,499648.2,97.7,267.7,68.5,-14.8,-115.9,10.9,17.1,-51.7,20.5,488275.5,1337401.8,342489,-74024.9,-579259.2,54570.3,85397.6,-258494.3,102588.9
Russian Federation,Injuries,DALYs,-3406545.7,2.3,-9.2,8.6,13.5,15.4,6.2,84.1,103.1,76,-79556.5,-292022,314288.8,-460469.2,-209771.6,-525702.6,-2866519.9,-2588821,-3511062.9
Russian Federation,Transport injuries,DALYs,-1220870.3,-7.8,-22.3,0.6,3.9,-12.6,6.1,103.9,134.9,93.3,95415.2,-6968.1,272460,-47545,-74277.9,154049.6,-1268740.5,-1139624.3,-1647379.8
Russian Federation,Self-harm and interpersonal violence,DALYs,-838643,-36.4,-494.9,431.1,-20.7,-450.5,216.9,157.1,-548,1045.4,305221,-3615339.7,4150462,173903.5,-1819149.9,3777954.3,-1317767.5,-8767059.2,4595846.6
Russian Federation,Unintentional injuries,DALYs,-1347032.4,11.9,15,7.1,21.6,21.2,25.6,66.5,59.3,71.7,-160115.4,-202576.9,-95387.8,-290971.4,-285213.1,-345242.7,-895945.7,-799212.8,-966431.5
Russian Federation,Sense organ diseases,DALYs,270329.5,77.9,123.1,64.6,12.3,-11.4,22.1,9.8,-11.6,13.3,210621.3,174605.6,332708.7,33264.3,-30923.9,59700.7,26444,-31455.3,36023.2
Ukraine,All causes,DALYs,-5719.6,-46.6,-871.1,700.1,130.2,-805.8,1019.1,16.5,-48,205.7,2667.7,-40040.3,49824.5,-7445.6,-58289.8,46088.5,-941.6,-11767.8,2745.8
Ukraine,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-67299.5,34.7,33.1,36.2,41.1,40.1,41.5,24.1,23.7,25.4,-23371,-22244.2,-24337.8,-27677.8,-27018.8,-27943.1,-16250.7,-15942.9,-17112.2
Ukraine,HIV/AIDS and sexually transmitted infections,DALYs,265770.5,57.9,124.3,44.9,81.4,191.9,59,-39.2,-216.2,-3.9,153833.2,119274.5,330372.3,216205.2,156921.2,510080.3,-104268,-10425.3,-574682.1
Ukraine,Respiratory infections and tuberculosis,DALYs,122028,37.4,35.6,41,55.5,53.7,61.9,7.1,-2.9,10.7,45662.5,43455.9,50024.9,67712.6,65546,75481.6,8652.9,-3478.6,13026.1
Ukraine,Enteric infections,DALYs,-15072.7,31.9,30.2,33.3,44.1,45.5,48.3,24,21.3,21.5,-4811.7,-4554.7,-5017,-6642.2,-6850.9,-7279.8,-3618.8,-3204.8,-3238.1
Ukraine,Neglected tropical diseases and malaria,DALYs,-1837.9,-54.2,-800,636.9,134.1,-478.9,807.7,20.1,-58,92.3,995.2,-11705.6,14702.1,-2463.9,-14844.4,8802.4,-369.2,-1695.6,1065.4
Ukraine,Maternal and neonatal disorders,DALYs,-361900.1,31.9,29.1,33.7,30,29.2,30.1,38,36.2,41.7,-115548.9,-105295.1,-121805.8,-108748,-105677.6,-109082.4,-137603.2,-131011.9,-150927.4
Ukraine,Nutritional deficiencies,DALYs,-41597.8,-7.2,-50.1,6.1,33.5,42.3,42.4,73.7,107.6,51.6,3012.6,-2524.6,20822.7,-13935.6,-17605.2,-17651.1,-30674.9,-21468,-44769.4
Ukraine,Non-communicable diseases,DALYs,734052.2,121,-577.9,967.9,-54.4,-1030.3,705.7,33.4,-27.8,162.4,888015.8,-4242171.8,7104827.9,-398973.3,-7562827.8,5180495.1,245009.7,-204271.1,1192052.1
Ukraine,Neoplasms,DALYs,-605104.5,93.6,203.9,72.6,8.7,-66.4,17.3,-2.3,-37.5,10.1,-566471.9,-1233567.1,-439010.6,-52580.8,-104746,401589.1,13948.2,-61347.9,226873.5
Ukraine,Cardiovascular diseases,DALYs,1619960.7,-16,-862,877.5,113.7,-907.5,1084.5,2.3,-122.5,130,-258669.5,-13963613.9,14215163.8,1841300.5,-14701465.8,17568086.1,37329.7,-1984511.5,2106262.7
Ukraine,Chronic respiratory diseases,DALYs,-543427.8,47.4,45.4,50.5,36.1,35.4,37.3,16.6,12.3,19.3,-257319.1,-246691.4,-274166.3,-196119.7,-192119.6,-202555.8,-89988.9,-104616.8,-66705.7
Ukraine,Digestive diseases,DALYs,533222.8,41.9,37.5,57.5,79.3,138,67.3,-21.1,-4.7,-95.5,223178.6,199839.1,306344.4,422691.3,358701.8,736077.4,-112647.2,-25318.1,-509199
Ukraine,Neurological disorders,DALYs,37498.9,-29.5,-271.5,200.8,105.4,-151,434.9,24.1,-63.4,50.2,-11056.1,-101800.7,75282.7,39527,-56609.5,163085.4,9028.1,-23785.7,18825.7
Ukraine,Mental disorders,DALYs,-137728.7,122,-693.2,829.4,-65.7,-687.4,668.8,43.7,-42,124.4,-168020.8,-1142291.5,954755.7,90464.5,-921151,946722.9,-60172.4,-171333.5,57839.9
Ukraine,Substance use disorders,DALYs,21259.7,1.9,-356.6,530.1,112.4,-1117.6,964,-14.3,-507.4,687.6,404.2,-75806.3,112687.3,23899.8,-237608,204940.4,-3044.3,-107874.4,146180.4
Ukraine,Diabetes and kidney diseases,DALYs,84971.5,6,-36,17.5,122.7,182.8,84.4,-28.7,-1.9,-46.8,5075.2,-30628.9,14902.7,104282.7,155349,71718.9,-24386.4,-1650,-39748.6
Ukraine,Skin and subcutaneous diseases,DALYs,-37092.3,12.7,-112.9,180,101.3,-653.4,401.3,-14,-188.4,573.4,-4725.2,-66777.4,41886.9,-37559.4,-148863.8,242363.5,5192.3,-212678.4,69884.6
Ukraine,Musculoskeletal disorders,DALYs,4721.3,136.8,-1053.6,1194.6,-88.3,-1326.9,1321.6,51.5,-168,232.4,6458.1,-49743.6,56399.9,-4170.4,-62648.8,62397.8,2433.5,-7932.9,10970.2
Ukraine,Injuries,DALYs,-672472.3,-30.1,-725.3,641.2,89.7,-659.7,643.5,40.4,118.4,181.8,202368.2,-4312180.3,4877482.8,-602950.3,-4327567.4,4436161.2,-271890.2,-1222387.7,-796453.2
Ukraine,Transport injuries,DALYs,-318426.6,-52.5,-387.6,295.8,38.5,142.6,31.9,114,-227.7,345,167319.8,-942009.9,1234378,-122590.5,-101578.9,-454175,-363155.9,-1098629.6,725162.2
Ukraine,Self-harm and interpersonal violence,DALYs,141771.2,30,27.2,33.5,7.4,-10.3,-24.7,62.6,83.1,91.2,42470.6,38611,47523.8,10525.2,-14620.2,-35055.9,88775.5,117780.4,129303.4
Ukraine,Unintentional injuries,DALYs,-495816.9,-22.6,-113.2,-3.2,59.2,100,42.8,63.4,113.3,60.4,111965.8,16062.9,561382.1,-293637.8,-212203.7,-495679.6,-314144.9,-299676.2,-561519.5
Ukraine,Sense organ diseases,DALYs,538.4,114,-174.8,370.7,-33.8,-337.4,226.4,19.9,48.4,66.7,613.6,-941.3,1995.8,-182.1,-1816.7,1219.1,106.9,260.6,359.3
Australia,All causes,DALYs,1581574.6,41.4,41,41.8,58.2,55.9,56.2,0.4,2.3,2.8,654558.6,648421.5,660411.1,921123.8,884792.3,888299.7,5892.2,36371.3,44853.4
Australia,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-12133.8,29.2,21.6,32.9,-26.7,-16.1,-57.5,97.5,135.9,83.2,-3542.6,-2618.1,-3992.6,3237.6,1954.6,6976.1,-11828.8,-10095.9,-16491.8
Australia,HIV/AIDS and sexually transmitted infections,DALYs,-14959.7,14.7,19,7.9,-9.3,-1.5,-22.3,94.6,114.3,82.5,-2199.3,-1186,-2837.6,1396.1,224.2,3331.8,-14156.5,-12346.4,-17105.6
Australia,Respiratory infections and tuberculosis,DALYs,22103.1,45.7,44.6,47.2,61.8,57.3,65.3,-7.5,-12.5,-2,10104.2,10433.5,9868.9,13650.9,12673.9,14425,-1652,-2755.4,-439.7
Australia,Enteric infections,DALYs,7600.5,80.8,71.9,94.2,-16.7,-31.3,-7.2,35.9,35.3,37,6143.5,5463.8,7161.9,-1272.6,-2376.9,-545.7,2729.7,2682.4,2815.5
Australia,Neglected tropical diseases and malaria,DALYs,-49.6,49.1,44.6,56.1,-111.2,-131.9,-235.3,162.1,187.3,279.2,-24.4,-22.2,-27.8,55.2,116.8,65.5,-80.5,-138.6,-93
Australia,Maternal and neonatal disorders,DALYs,-28222.4,36.4,33.8,38.2,5.8,-2.5,10.3,57.8,51.5,68.7,-10281.4,-10788.1,-9541.1,-1631.8,-2904.6,707.2,-16309.1,-14529.7,-19388.4
Australia,Nutritional deficiencies,DALYs,1021.4,53.2,139.8,5,336.8,-1228.7,2225.5,-290,-2265.3,1323.7,543.6,1427.5,50.7,3439.8,-12549.5,22731,-2962,-23137.1,13520.2
Australia,Non-communicable diseases,DALYs,1472183.6,40.8,40.5,41.1,49.6,49,50.3,9.6,9.2,9.9,601277.6,596934.4,604879,730094.1,721488.6,740414.1,140812,134835.2,145816.1
Australia,Neoplasms,DALYs,348005,45.4,44.8,46.2,49.4,48.8,50.8,5.2,3,6.4,157858.5,155917.4,160870.1,172022.9,169902.5,176806.1,18123.6,10328.8,22185.1
Australia,Cardiovascular diseases,DALYs,-157442.3,42.6,42.2,43.1,42.3,41.7,42.9,15.1,14,16.1,-67024.2,-66427.3,-67910.6,-66662,-65693.8,-67544,-23756.1,-21987.6,-25321.2
Australia,Chronic respiratory diseases,DALYs,79906.6,44.8,44.1,45.5,55,53.7,54.8,0.2,-0.3,2.2,35770.1,35271,36320.2,43982.1,42906.9,43816,154.4,-229.6,1728.7
Australia,Digestive diseases,DALYs,51913.2,42.6,42.2,43.1,47.2,47.2,50.2,10.2,10.6,6.7,22119.9,21929.8,22362.6,24496,24479.6,26052.6,5297.3,3497.9,5503.9
Australia,Neurological disorders,DALYs,195459.9,40.3,38.3,42.3,70.6,74.7,85.4,-10.9,-17,-23.7,78734.1,74792.7,82647.7,138090.2,146067.2,166974.6,-21364.4,-33255,-46307.4
Australia,Mental disorders,DALYs,194692,6.4,2.9,9.7,73.1,70.8,86.1,20.4,11,19.5,12536.3,18829.7,5548.8,142411.7,137885,167713.8,39744,21429.5,37977.4
Australia,Substance use disorders,DALYs,99042.3,-8.7,-15.8,-2.6,61.4,59.7,68.7,47.3,43,47.2,-8570.1,-15692.6,-2613.8,60766.4,59103.4,68017,46846.1,42552.8,46717.9
Australia,Diabetes and kidney diseases,DALYs,157341.3,66,104.1,54.2,69.9,174.8,68,-35.8,-179,-22.2,103798.5,163820.5,85270.5,109906.9,106968.1,275094.2,-56364.1,-281573.4,-34897.3
Australia,Skin and subcutaneous diseases,DALYs,54368.8,3.4,-2.8,8.1,98.3,111.6,86.7,-1.7,-8.8,5.2,1825.8,-1528.4,4425.9,53452.3,47130.2,60659.4,-909.4,-4762.2,2812.6
Australia,Musculoskeletal disorders,DALYs,299692.1,29.6,26.3,32.4,76.4,69.7,78.9,-6.1,-2.1,-5.2,88778,78805.3,97140.2,229057.2,208777.8,236541.1,-18143.1,-15654.3,-6225.9
Australia,Injuries,DALYs,121524.8,33.5,32,34.8,-26,-26.8,-35,92.5,103,92,40727.4,38945.2,42278.8,-31568.5,-32545,-42587.6,112365.9,111791,125167.2
Australia,Transport injuries,DALYs,-77717.9,26.4,25.4,27.3,2.6,0,3.9,71,68.8,74.6,-20532.5,-19720.6,-21226.8,-2036.3,-3052.4,-4.9,-55149.1,-53438.7,-57992.4
Australia,Self-harm and interpersonal violence,DALYs,18116.4,79.7,109.7,68.3,-182,-165.1,-328.6,202.3,196.8,318.9,14444.1,12373.1,19864.7,-32972.6,-29915.6,-59524.4,36644.9,35658.9,57776.1
Australia,Unintentional injuries,DALYs,181126.3,49.1,43.4,63.7,-71.6,-247.1,-39.1,122.5,283.3,95.7,88937,115387.3,78678.7,-129611.1,-447474.4,-70882.6,221800.5,173330.2,513213.4
Australia,Sense organ diseases,DALYs,86546.2,43.8,42.6,45.1,51.9,49,55.5,4.2,1.9,5.9,37949.9,36859.5,39044.1,44934.5,42407.6,48034.1,3661.7,1652.5,5094.5
New Zealand,All causes,DALYs,176006.1,45.2,44.2,46.5,54.1,48.1,53.9,0.7,-0.4,7.7,79612.6,77764.4,81817.3,95224.8,84613.6,94885.7,1168.6,-696.9,13628
New Zealand,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,-12733.5,52.9,47.7,71.8,107,187.5,70,-59.9,-159.3,-17.6,-6732.9,-6070.2,-9141,-13622.5,-23876.8,-8907.8,7621.9,20284.3,2244.4
New Zealand,HIV/AIDS and sexually transmitted infections,DALYs,-1821.2,18.6,12.7,22.3,0.1,-10.9,4.9,81.3,72.8,98.2,-338.1,-232.1,-405.5,-2.5,-89.2,198.9,-1480.5,-1326.5,-1788
New Zealand,Respiratory infections and tuberculosis,DALYs,-5743.6,42.6,41.9,43.5,42.5,41.3,43.6,14.9,12.9,16.8,-2447.7,-2405.9,-2498.2,-2439.9,-2370.8,-2502.9,-856,-742.5,-966.9
New Zealand,Enteric infections,DALYs,2045.2,50.7,47.7,55,19.2,16.6,18.2,30.1,28.4,34.1,1036.4,1124,976.3,392.6,339.7,371.2,616.2,581.5,697.7
New Zealand,Neglected tropical diseases and malaria,DALYs,-40.6,42.6,36.1,49.8,-34.3,-34.4,-47.6,91.7,97.8,98.3,-17.3,-14.6,-20.2,13.9,14,19.3,-37.2,-39.7,-39.9
New Zealand,Maternal and neonatal disorders,DALYs,-6358.8,38.3,36.3,40.1,16.1,13.1,18,45.6,41.9,50.6,-2433.7,-2311.3,-2547.8,-1023.2,-1144.1,-832.5,-2901.9,-2666.9,-3215
New Zealand,Nutritional deficiencies,DALYs,-79.8,36.8,30.9,42.1,95.4,114.7,141.6,-32.2,-45.6,-83.7,-29.3,-24.7,-33.6,-76.1,-113,-91.5,25.7,36.4,66.8
New Zealand,Non-communicable diseases,DALYs,190543.3,43.7,43.1,44.6,45.5,47.2,47.4,10.9,7.9,9.7,83184.3,82192.8,85061.6,86604.7,89957.4,90400.3,20754.3,15081.4,18393.1
New Zealand,Neoplasms,DALYs,60297.1,46.5,45.6,47.6,44.5,43,44,8.9,11.4,8.4,28043.4,27524.1,28719,26860.7,25913.8,26502.9,5393,5075.1,6859.1
New Zealand,Cardiovascular diseases,DALYs,-32204.4,43.3,42.7,43.8,40,39.5,41.1,16.7,15.2,17.7,-13930.3,-13756.1,-14090,-12883.2,-12736.3,-13234.4,-5390.9,-4880,-5712.1
New Zealand,Chronic respiratory diseases,DALYs,6294.8,49.1,47.8,50.8,46.8,45.1,50.7,4.1,-1.5,7,3092.2,3011.9,3194.8,2947.5,2840.3,3194.5,255.1,-94.6,442.6
New Zealand,Digestive diseases,DALYs,7438.4,43.5,42.9,44.1,40.7,42.4,44.2,15.8,11.7,14.7,3234.2,3190.9,3280,3030.8,3155.2,3288.1,1173.5,1092.4,870.3
New Zealand,Neurological disorders,DALYs,30362.6,52.2,46.9,64.8,68.4,102.2,68.3,-20.6,-15.3,-67,15843.2,14253.3,19677.5,20774.9,20742.5,31038.7,-6255.5,-20353.5,-4633.1
New Zealand,Mental disorders,DALYs,24776.6,7,-0.2,11.6,70.9,66,91,22,22.3,9.2,1745.1,-51.2,2881.9,17573.3,16364,22552.2,5458.2,2275.7,5530.8
New Zealand,Substance use disorders,DALYs,10940,-3.7,-13.5,2.7,53.4,45.8,56.9,50.2,51.5,56.7,-400.1,-1482.2,296.5,5845.4,5006.2,6220.1,5494.7,5637.2,6202
New Zealand,Diabetes and kidney diseases,DALYs,25735.1,104.1,-239.6,404.4,46,120,17.3,-50.1,-424.4,322.2,26800.7,-61649.4,104060.6,11833.7,30888.6,4454.5,-12899.3,-109214.1,82929.9
New Zealand,Skin and subcutaneous diseases,DALYs,8348.4,4.8,-10.5,12.4,101,139.8,78,-5.8,-29.3,9.6,401,-877,1033.4,8428.2,11667.5,6512,-480.7,-2442,803.1
New Zealand,Musculoskeletal disorders,DALYs,37804.5,43,40.8,45.3,54.5,53.5,54.9,2.5,1.1,4.4,16260.7,15408,17131.3,20616.4,20239.4,20740.1,927.4,1656.5,433.9
New Zealand,Injuries,DALYs,-1803.7,29.1,27.6,30.3,1.9,-8.6,2.4,68.9,67.3,81,-525.3,-498.5,-546.2,-35,-42.9,155.8,-1243.4,-1214.5,-1461
New Zealand,Transport injuries,DALYs,-27826.3,28.3,27.3,29.1,15.6,14.7,16.5,56.1,54.5,57.9,-7865.5,-7610.4,-8086.1,-4350.6,-4101,-4580.6,-15610.2,-15159.6,-16114.9
New Zealand,Self-harm and interpersonal violence,DALYs,-1135.2,51.1,46.1,60.9,-37.7,-39.2,-80.1,86.6,119.2,93.1,-579.6,-523.1,-691.3,427.5,445.2,909,-983.1,-1057.2,-1352.9
New Zealand,Unintentional injuries,DALYs,27157.8,15.7,-265.7,274.8,-154.4,-1965.1,1534.9,238.7,-1709.7,2330.9,4253.9,-72167.9,74623.8,-41930,-533689.8,416845.5,64833.9,-464311.4,633015.5
New Zealand,Sense organ diseases,DALYs,15057.6,50.4,48.3,53.4,45.6,44.8,45.1,4,1.5,6.9,7582.6,7272.9,8040.4,6870.8,6748.6,6794.8,604.2,1036.2,222.5
Brunei Darussalam,All causes,DALYs,37074.2,39.1,38.3,39.8,56.1,52.2,60.7,4.8,0.9,8,14507.5,14206.4,14737.1,20796.4,19370.6,22520.8,1770.3,2966.6,347
Brunei Darussalam,"Communicable, maternal, neonatal, and nutritional diseases",DALYs,1015.5,10.5,0.5,15.5,110.6,152.5,83.2,-21.1,-53,1.2,106.5,157.9,4.9,1123.3,1548.5,845,-214.3,-538,12.6
Brunei Darussalam,HIV/AIDS and sexually transmitted infections,DALYs,283.4,-60.2,-157.5,-29.2,74,50.7,81.9,86.2,175.6,78.5,-170.6,-446.3,-82.8,209.7,143.7,232.1,244.4,222.5,497.5
Brunei Darussalam,Respiratory infections and tuberculosis,DALYs,692,37.7,36.7,38.7,62,55.9,57.4,0.3,5.5,5.9,260.6,254.2,267.5,429.1,386.6,396.9,2.3,37.9,40.9
Brunei Darussalam,Enteric infections,DALYs,96.8,25.7,22.5,28.4,76.2,70.8,71.9,-1.9,0.8,5.6,24.8,21.8,27.5,73.7,68.5,69.6,-1.8,0.8,5.4
Brunei Darussalam,Neglected tropical diseases and malaria,DALYs,-127.1,43.2,42.4,44.1,62.8,57.9,66,-5.9,-0.3,-10.1,-54.9,-53.9,-56.1,-79.8,-73.6,-83.9,7.6,0.4,12.8
Brunei Darussalam,Maternal and neonatal disorders,DALYs,95.7,-50.1,-987.1,1066.2,111.8,-1104.2,1106.9,38.2,-19.8,138,-47.9,-944.9,1020.7,107.1,-1057,1059.6,36.6,-19,132.1
Brunei Darussalam,Nutritional deficiencies,DALYs,31.2,74.5,-121.7,325.3,-419.4,-3363.9,1494.6,444.9,-1272.9,3138.6,23.3,-38,101.6,-131,-1050.7,466.8,138.9,-397.6,980.3
Brunei Darussalam,Non-communicable diseases,DALYs,35751.6,39.7,39.2,40.2,50,50.7,51.2,10.2,9.2,9.6,14208.5,14028.3,14354.4,17888.7,18122.3,18296.5,3654.4,3274.9,3426.9
Brunei Darussalam,Neoplasms,DALYs,8893.5,43.8,43.1,44.8,44.1,44.1,46.7,12.1,10.2,11.1,3891.8,3836.1,3982.5,3922.5,3921.2,4150.1,1079.2,907.3,989.8
Brunei Darussalam,Cardiovascular diseases,DALYs,4716.8,41.5,41.3,41.8,40.8,42,42.3,17.7,16.1,16.4,1957.3,1948.5,1972.4,1924,1982.6,1994.7,835.5,761.7,773.6
Brunei Darussalam,Chronic respiratory diseases,DALYs,891,40.2,40.1,40.4,42.7,43,43.2,17.1,16.6,16.7,358.6,357.7,360,380.1,383.5,384.7,152.3,147.5,148.6
Brunei Darussalam,Digestive diseases,DALYs,1042.3,40.9,40.7,41.2,44.6,43.5,45.7,14.5,13.1,15.8,426.1,424,428.9,464.7,453.1,476.4,151.5,137,165.2
